Date,Employee_Name,Department,item_code,product_name,Số lượng
2024-05-15,Bảo Quang Lê,phòng nhân sự,A56M3N,đèn LED tròn,56
2024-09-02,Chị Chi Bùi,phòng nhân sự,OWLMZR,đèn bàn học,42
2024-12-15,Nhật Xuân Nguyễn,phòng kỹ thuật,VCHX4Q,đèn bàn học,21
2025-02-26,Bảo Hoàng,phòng nhân sự,MZ5QHL,đèn bàn học,84
2024-03-24,Duyên Nguyễn,phòng kỹ thuật,O8RM0,đèn bàn học,22
2024-02-26,Bà Linh Trần,phòng kinh doanh,RRAAI,đèn cảm ứng,30
2024-09-25,Bảo Văn Đặng,phòng R&D,HWAFGW,đèn bàn học,54
2025-01-14,Chị Lâm Dương,phòng kỹ thuật,G9WE2,đèn LED tròn,48
2024-10-12,Lâm Mai Bảo Mai,phòng nhân sự,2I33KP,đèn LED âm trần,88
2024-08-17,Thành Hoàng,phòng kinh doanh,IQVBA,đèn bàn học,44
2024-07-25,Hải Đức Phạm,phòng kỹ thuật,D5187,đèn LED tròn,63
2024-12-06,Quang Đức Vũ,phòng kinh doanh,PEXCF,đèn LED tròn,99
2024-02-29,Chi Hoàng,phòng kỹ thuật,VOOTJ,đèn cảm ứng,51
2025-02-22,Kim Dương,phòng nhân sự,CH5V3,đèn cảm ứng,17
2024-06-21,An Hoàng Đặng,phòng nhân sự,16SK7X,đèn LED tròn,5
2024-02-13,Vũ Hữu Mai,phòng kinh doanh,XXX8G,đèn cảm ứng,69
2024-10-01,Anh Thành Dương,phòng nhân sự,BZC16,đèn LED tròn,15
2024-01-23,Quý cô Chi Đặng,phòng kinh doanh,9697NX,đèn LED âm trần,100
2024-05-28,Dương Dương,phòng kinh doanh,CI6BPP,đèn bàn học,34
2024-05-20,Xuân Nguyễn,phòng R&D,IMBFWO,đèn cảm ứng,61
2024-06-29,Hà Thị Lê,phòng kinh doanh,WQY35,đèn bàn học,27
2024-06-20,Nhật Mai Bảo Hoàng,phòng kỹ thuật,SRU0D,đèn bàn học,34
2024-12-19,Quang Vũ,phòng kinh doanh,YY6OR6,đèn cảm ứng,2
2024-03-03,Bác Trung Mai,phòng R&D,OQ88L7,đèn LED tròn,83
2024-12-25,Lâm Bùi,phòng kinh doanh,IEQ7B,đèn LED tròn,27
2025-01-20,Nhật Hải Vũ,phòng R&D,Y2JYMX,đèn cảm ứng,65
2024-04-04,Bảo Đức Vũ,phòng kinh doanh,J7VGT,đèn cảm ứng,11
2024-01-11,Cô Thành Hoàng,phòng R&D,AXTNUR,đèn LED âm trần,92
2025-02-26,Hưng Hải Bùi,phòng kỹ thuật,MZCCU,đèn LED âm trần,52
2025-02-17,Yến Vũ,phòng R&D,FEV4X,đèn bàn học,18
2024-11-07,Bác Tú Nguyễn,phòng R&D,5XQTQF,đèn cảm ứng,19
2024-11-03,Thảo Trần,phòng kinh doanh,HJHZNO,đèn cảm ứng,83
2024-06-10,Khoa Đặng,phòng R&D,A3NYU,đèn LED âm trần,26
2024-11-06,Quý ông Quang Hoàng,phòng kỹ thuật,M80DZ2,đèn bàn học,38
2025-02-05,Nhật Đức Bùi,phòng nhân sự,C525MR,đèn LED âm trần,68
2024-08-24,Cô Nhật Lê,phòng kỹ thuật,OPY41,đèn cảm ứng,64
2024-03-09,Trung Văn Dương,phòng kỹ thuật,S0QHK,đèn cảm ứng,94
2024-09-26,Trọng Mai,phòng kỹ thuật,HZXUX7,đèn LED tròn,83
2024-02-18,Nhật Mai,phòng nhân sự,EC0Y34,đèn bàn học,61
2024-04-17,Thành Đặng,phòng R&D,3POUWI,đèn bàn học,20
2025-01-02,Bà Mai Nguyễn,phòng kinh doanh,J1EYF,đèn cảm ứng,82
2024-06-30,Quý cô Phương Đặng,phòng kinh doanh,VYY0I,đèn bàn học,23
2025-03-05,Chị Hồng Lê,phòng kinh doanh,E3KZN,đèn cảm ứng,23
2025-03-12,Hoàng Văn Bùi,phòng R&D,P1QQV,đèn LED âm trần,29
2024-08-03,Hưng Mai Bảo Đặng,phòng kinh doanh,FIOEQ5,đèn bàn học,66
2024-01-16,Bảo Thế Bùi,phòng kỹ thuật,F92NK,đèn LED tròn,40
2024-10-21,Quý cô Kim Hoàng,phòng kinh doanh,WZFT8O,đèn LED âm trần,46
2024-11-22,Bà Dương Bùi,phòng kỹ thuật,R5U1R,đèn cảm ứng,58
2025-01-05,Thảo Đặng,phòng R&D,8073R,đèn LED âm trần,14
2024-06-29,Hải Vũ,phòng nhân sự,MQ176D,đèn LED âm trần,80
2024-08-12,Vũ Nguyễn,phòng R&D,ZPOOSQ,đèn LED âm trần,2
2025-03-01,Linh Đặng,phòng kỹ thuật,ZELP4,đèn cảm ứng,73
2024-05-23,Bà Khoa Trần,phòng kỹ thuật,815ZU,đèn LED âm trần,71
2025-01-11,Nam Quang Trần,phòng kỹ thuật,EMLCH,đèn LED âm trần,1
2024-05-05,Hải Trần,phòng kinh doanh,J53B8V,đèn LED âm trần,36
2024-07-27,An Lê,phòng kỹ thuật,I7O6UG,đèn cảm ứng,40
2025-03-05,An Nguyễn,phòng R&D,IC4M9C,đèn LED âm trần,85
2024-05-20,Tùng Đức Lê,phòng R&D,QAULAA,đèn LED tròn,77
2024-05-23,Anh Trung Mai,phòng kinh doanh,WAPNX3,đèn cảm ứng,14
2024-05-18,Xuân Mai,phòng nhân sự,CKOHR,đèn LED tròn,67
2024-09-28,Bà Hồng Mai,phòng nhân sự,W9QDK7,đèn LED tròn,1
2024-08-13,Quý cô Linh Đặng,phòng nhân sự,YI335,đèn cảm ứng,99
2025-02-08,Dương Dương,phòng kỹ thuật,D93UUJ,đèn cảm ứng,32
2024-12-04,Quý ông Minh Vũ,phòng R&D,V87GQ,đèn bàn học,80
2025-01-23,Anh Dũng Hoàng,phòng nhân sự,X5C36X,đèn bàn học,63
2024-09-08,Bà Vân Hoàng,phòng R&D,GMZ3J,đèn LED âm trần,55
2024-04-25,Hà Bảo Bùi,phòng kỹ thuật,4P1QY,đèn bàn học,6
2025-01-05,Dương Phạm,phòng R&D,KASFC,đèn cảm ứng,93
2025-03-25,Thành Phạm,phòng kỹ thuật,938FY,đèn LED âm trần,62
2024-09-25,Hải Xuân Phạm,phòng kỹ thuật,59Z7M,đèn LED tròn,22
2024-04-18,Phương Mai Bùi,phòng R&D,P78XAD,đèn cảm ứng,32
2024-05-24,Quý ông Trọng Phạm,phòng kỹ thuật,M4ZWBL,đèn LED tròn,72
2024-06-05,Bác Quang Dương,phòng nhân sự,SWIY96,đèn bàn học,59
2024-02-27,Phương Mai,phòng nhân sự,AV19K,đèn LED tròn,20
2024-10-18,Vũ Đức Dương,phòng kinh doanh,O9CBJO,đèn cảm ứng,68
2024-04-14,Tú Hoàng,phòng nhân sự,SZ4ZFD,đèn cảm ứng,96
2025-03-04,Hải Phạm,phòng kỹ thuật,FYYW71,đèn LED tròn,36
2024-06-04,Quý ông Tùng Hoàng,phòng nhân sự,VYUQK0,đèn LED tròn,61
2024-04-03,Nhật Mai Bảo Hoàng,phòng nhân sự,X9LIW,đèn bàn học,6
2024-02-24,Thành Dương,phòng R&D,GEACD,đèn LED âm trần,7
2024-09-11,Lan Bùi,phòng nhân sự,1OV2F,đèn bàn học,22
2024-03-03,Bà Khoa Mai,phòng kinh doanh,9O2S9,đèn LED tròn,11
2025-01-24,Thành Văn Bùi,phòng nhân sự,854O3,đèn LED âm trần,18
2024-01-31,Bảo Trần,phòng nhân sự,1I0VH6,đèn LED âm trần,65
2024-09-16,Ông Châu Mai,phòng kinh doanh,ZPW0U,đèn bàn học,52
2024-04-18,Quý cô Lan Đặng,phòng kỹ thuật,84I517,đèn bàn học,5
2024-05-24,Bác Quang Dương,phòng nhân sự,NUKCZ2,đèn cảm ứng,40
2024-05-30,Quý cô Nhật Vũ,phòng kinh doanh,45S87Q,đèn bàn học,76
2024-12-24,Khoa Đức Phạm,phòng R&D,VBS4Z,đèn LED tròn,21
2024-08-31,Cô Yến Lê,phòng kinh doanh,V8X7M,đèn LED tròn,7
2024-11-08,Xuân Lê,phòng nhân sự,Y619C,đèn LED tròn,51
2024-12-26,Hưng Hoàng,phòng kinh doanh,916FX,đèn LED âm trần,80
2024-05-20,Thành Đức Dương,phòng nhân sự,BI277,đèn LED âm trần,90
2025-01-10,Cô Kim Hoàng,phòng R&D,MARHZ,đèn cảm ứng,27
2024-03-19,Thành Tấn Trần,phòng kỹ thuật,STB2IK,đèn LED tròn,52
2025-03-10,Bác Hoàng Bùi,phòng nhân sự,PWE1P,đèn LED tròn,37
2024-01-24,Quý ông Hoàng Vũ,phòng kỹ thuật,BPS1PM,đèn cảm ứng,58
2024-03-12,Phương Hữu Bùi,phòng nhân sự,7O9TX,đèn cảm ứng,11
2025-03-22,Vũ Trần,phòng kỹ thuật,D3S6Q3,đèn bàn học,18
2024-08-14,Quý cô Dương Dương,phòng kinh doanh,JFXPZ2,đèn LED âm trần,48
2025-02-17,Xuân Vũ,phòng kinh doanh,HC035,đèn LED tròn,47
2024-01-18,Châu Trí Trần,phòng kinh doanh,4Z7KO1,đèn bàn học,97
2025-04-10,Thành Quang Nguyễn,phòng nhân sự,TR2AO,đèn LED tròn,94
2024-03-08,Hải Bùi,phòng kỹ thuật,BLWY6D,đèn LED tròn,19
2025-03-03,Ánh Hoàng,phòng kinh doanh,XPU8M,đèn LED âm trần,84
2024-09-26,Bà Khoa Trần,phòng kỹ thuật,IY85KW,đèn cảm ứng,36
2024-10-19,Nhật Mai Bảo Trần,phòng kinh doanh,Q1P0TU,đèn bàn học,82
2024-05-01,Hà Mai,phòng nhân sự,SZ5GEB,đèn LED tròn,82
2025-03-29,Cô Hạnh Phạm,phòng nhân sự,UQTKP,đèn LED âm trần,43
2024-09-13,Cô Hà Đặng,phòng kinh doanh,9E9QU,đèn LED tròn,88
2024-05-29,Khoa Phú Hoàng,phòng kinh doanh,4SDNGD,đèn LED âm trần,8
2024-01-11,Duyên Trần,phòng kỹ thuật,CHNP8T,đèn LED tròn,79
2024-04-28,Mai Vũ,phòng R&D,0KV22,đèn bàn học,65
2024-10-14,An Hoàng,phòng kinh doanh,E06ZD,đèn bàn học,66
2025-01-04,Huy Hữu Lê,phòng kinh doanh,6FE8G,đèn LED âm trần,75
2025-02-16,Bà Lâm Đặng,phòng R&D,U6QM9,đèn bàn học,70
2025-03-29,Vân Bùi,phòng kinh doanh,MQFUI,đèn LED âm trần,91
2025-01-05,Cô Chi Nguyễn,phòng kinh doanh,VMVSD,đèn cảm ứng,18
2024-09-23,Trọng Nguyễn,phòng nhân sự,O2FV4N,đèn cảm ứng,20
2024-12-23,Quý ông Huy Vũ,phòng kỹ thuật,UCEADF,đèn LED tròn,61
2024-05-01,Minh Trí Mai,phòng R&D,4M6TEW,đèn LED âm trần,55
2024-01-11,Hoàng Đức Mai,phòng kỹ thuật,BHXVDX,đèn bàn học,79
2024-10-18,Bác Khoa Dương,phòng kinh doanh,CS5UD,đèn bàn học,72
2024-05-14,Hồng Đặng,phòng kinh doanh,ZYUQKG,đèn LED âm trần,58
2024-04-12,Thảo Lê,phòng R&D,24HYUT,đèn LED tròn,1
2024-07-22,Chị Linh Vũ,phòng kinh doanh,BXDI2,đèn LED âm trần,97
2024-07-22,Bảo Dương,phòng R&D,8T8CV,đèn LED tròn,58
2025-04-03,Nhật Nguyễn,phòng kỹ thuật,VN7S8Y,đèn cảm ứng,59
2024-02-01,Xuân Hoàng,phòng nhân sự,ZSFLGO,đèn bàn học,77
2024-03-22,Nhiên Trí Dương,phòng kỹ thuật,RW2PQW,đèn LED tròn,73
2025-02-24,Nhật Đặng,phòng kinh doanh,55169,đèn LED âm trần,72
2024-08-19,Phương Dương,phòng R&D,20IV96,đèn LED âm trần,90
2025-03-12,Bảo Phạm,phòng R&D,8W0LX,đèn LED âm trần,36
2024-05-27,Ông Dũng Hoàng,phòng R&D,NP95Y,đèn LED âm trần,74
2024-10-01,Quý cô Xuân Hoàng,phòng kỹ thuật,QKSG0,đèn LED âm trần,18
2024-05-16,Bảo Đức Nguyễn,phòng kỹ thuật,KA6JS,đèn bàn học,32
2024-09-26,Chị Bảo Dương,phòng nhân sự,J25QM,đèn LED tròn,13
2024-10-05,Bà Thành Dương,phòng kỹ thuật,S5R05W,đèn bàn học,55
2024-12-09,Lâm Hải Mai,phòng kinh doanh,NS38LV,đèn cảm ứng,78
2024-06-14,Ngọc Vũ,phòng kỹ thuật,UG36M,đèn LED âm trần,70
2024-03-15,Thành Trần,phòng kinh doanh,X66YNU,đèn LED tròn,41
2024-12-13,Quý ông Bảo Bùi,phòng kỹ thuật,YCPRK5,đèn cảm ứng,11
2024-08-03,Kim Đức Dương,phòng kỹ thuật,VQNRX,đèn LED âm trần,34
2024-12-20,Cô Mai Dương,phòng nhân sự,GD4LRA,đèn bàn học,74
2025-04-01,Anh Dũng Bùi,phòng R&D,IS2VD1,đèn LED tròn,78
2024-09-06,Anh Khoa Vũ,phòng nhân sự,Q87IM,đèn bàn học,31
2024-06-18,Minh Văn Lê,phòng kỹ thuật,76C1U,đèn bàn học,73
2024-11-01,Ánh Đặng,phòng kỹ thuật,16SOGA,đèn bàn học,39
2025-02-20,Trọng Đức Đặng,phòng kỹ thuật,17QDJV,đèn bàn học,90
2024-09-08,Anh Anh Nguyễn,phòng nhân sự,UA7A4,đèn cảm ứng,7
2024-08-13,Vi Lê,phòng nhân sự,W1WVQ2,đèn bàn học,59
2025-03-15,Trọng Nguyễn,phòng R&D,2OCXB,đèn LED tròn,48
2024-05-11,Khoa Thế Vũ,phòng kỹ thuật,0J0KNG,đèn cảm ứng,56
2025-01-08,Huy Thế Lê,phòng kinh doanh,GFAPT,đèn LED tròn,2
2025-01-21,An Hải Lê,phòng kinh doanh,XXXOYT,đèn LED tròn,80
2024-06-28,Nhật Bảo Hoàng,phòng nhân sự,7ILVCT,đèn LED âm trần,50
2024-01-14,Dương Vũ,phòng kinh doanh,BC0GR,đèn bàn học,8
2024-06-14,Bác Nam Trần,phòng nhân sự,AURK9B,đèn LED âm trần,67
2024-08-20,Thành Xuân Mai,phòng nhân sự,0KTTF2,đèn LED âm trần,37
2024-03-19,Quý cô Yến Dương,phòng R&D,XJRY7,đèn LED tròn,27
2024-11-11,Ngọc Trần,phòng kinh doanh,2EBGQP,đèn LED âm trần,89
2024-04-24,Chị Ánh Nguyễn,phòng kinh doanh,KAPNF,đèn bàn học,7
2025-02-22,Châu Đức Vũ,phòng kinh doanh,ZGH85S,đèn cảm ứng,8
2024-10-29,Cô Dương Hoàng,phòng R&D,ZSA0N,đèn cảm ứng,15
2024-08-14,Nhật Mai Bảo Đặng,phòng R&D,PH72MP,đèn bàn học,93
2024-08-17,Quý cô Khoa Dương,phòng R&D,26N04,đèn LED tròn,51
2024-07-08,Chị Vi Mai,phòng kỹ thuật,DOECQ4,đèn LED tròn,2
2025-03-19,Bác Châu Dương,phòng kỹ thuật,98G6G1,đèn LED tròn,82
2025-01-09,Ông Dũng Dương,phòng kỹ thuật,M6QKLQ,đèn LED tròn,97
2024-12-20,Quý cô Hạnh Phạm,phòng kỹ thuật,6B7WS,đèn LED tròn,66
2025-04-05,Khoa Hải Dương,phòng R&D,YPQH7,đèn LED âm trần,90
2024-09-06,Nhật Phạm,phòng nhân sự,I3K3A,đèn LED âm trần,70
2024-10-21,Quang Vũ,phòng kỹ thuật,EBZCHJ,đèn LED âm trần,50
2024-12-16,Tùng Hoàng,phòng nhân sự,FFMQGL,đèn cảm ứng,87
2025-03-21,Cô Thảo Phạm,phòng R&D,GPNMF3,đèn LED âm trần,35
2025-02-26,Quý cô Linh Dương,phòng nhân sự,ZNGVJ9,đèn cảm ứng,75
2024-03-08,Thành Bùi,phòng nhân sự,RYYQE,đèn bàn học,34
2024-05-26,Trung Lê,phòng kỹ thuật,AUW8J0,đèn LED tròn,80
2024-11-26,Kim Phú Dương,phòng kinh doanh,7U4QWZ,đèn LED âm trần,8
2024-11-24,Hoàng Nguyễn,phòng R&D,UARZ0N,đèn bàn học,8
2024-10-23,Nam Đặng,phòng kỹ thuật,66CJA,đèn bàn học,99
2024-01-22,Tùng Bùi,phòng nhân sự,O769E,đèn LED âm trần,15
2024-07-20,Anh Trung Mai,phòng R&D,JVVGWS,đèn bàn học,15
2024-06-23,Cô Thành Lê,phòng kỹ thuật,D4MRE,đèn LED âm trần,88
2024-09-23,Tùng Mai Bảo Dương,phòng R&D,EZERWI,đèn cảm ứng,61
2024-04-23,Hà Mai Bảo Bùi,phòng kỹ thuật,BXM100,đèn bàn học,17
2024-02-12,Chi Nguyễn,phòng kinh doanh,9XK784,đèn LED âm trần,85
2024-10-18,Phương Phạm,phòng kỹ thuật,TYCUI2,đèn bàn học,5
2024-03-13,Cô Kim Vũ,phòng kỹ thuật,5BJA3,đèn bàn học,55
2025-02-15,Khoa Văn Mai,phòng kỹ thuật,P2ETB,đèn cảm ứng,38
2025-01-05,Bảo Xuân Lê,phòng kinh doanh,XNT0W8,đèn cảm ứng,60
2024-10-01,Cô Thảo Vũ,phòng kỹ thuật,78QQW,đèn LED âm trần,48
2024-10-23,Khoa Hoàng Dương,phòng kinh doanh,9LR0H0,đèn cảm ứng,58
2024-05-13,Ngọc Mai,phòng kỹ thuật,U2APH,đèn LED tròn,51
2024-07-08,Châu Đặng,phòng R&D,KMZSGE,đèn cảm ứng,91
2024-12-24,Chị Hà Hoàng,phòng kinh doanh,VJBKY,đèn cảm ứng,22
2024-05-01,Nhiên Trần,phòng kỹ thuật,AX2RHZ,đèn bàn học,15
2024-07-18,Minh Mai,phòng nhân sự,NGJTL,đèn LED âm trần,68
2024-01-26,Anh Thị Vũ,phòng kỹ thuật,AD0E1,đèn LED âm trần,91
2024-01-18,Phúc Vũ,phòng kinh doanh,4GL7C,đèn LED tròn,20
2024-02-06,Dương Nguyễn,phòng kỹ thuật,6IA1CF,đèn cảm ứng,91
2024-08-06,Quý cô Phương Dương,phòng kinh doanh,XFJX4Y,đèn bàn học,85
2024-02-26,Khoa Quang Trần,phòng nhân sự,UGV3S,đèn LED tròn,34
2024-07-21,Phương Thế Đặng,phòng nhân sự,SU34VL,đèn bàn học,73
2025-02-20,Anh Vũ,phòng kinh doanh,924VBT,đèn LED tròn,78
2024-09-18,Quang Hải Nguyễn,phòng kỹ thuật,AEBN4V,đèn LED tròn,76
2025-01-11,Anh Nhiên Mai,phòng kỹ thuật,N0IL98,đèn LED tròn,90
2024-05-20,Hà Tấn Bùi,phòng kinh doanh,K9L15S,đèn cảm ứng,33
2024-09-20,Quang Đức Bùi,phòng kinh doanh,KH8C9G,đèn cảm ứng,90
2024-08-15,Bà Nhật Đặng,phòng kinh doanh,JNYXVK,đèn bàn học,88
2024-01-02,Thảo Bùi,phòng nhân sự,B1COH7,đèn cảm ứng,90
2025-02-14,Quang Mai Bảo Đặng,phòng nhân sự,APVXP,đèn LED âm trần,51
2025-01-12,Cô Khoa Hoàng,phòng kinh doanh,6X2YVP,đèn LED âm trần,83
2024-11-13,Bác Nhiên Trần,phòng kỹ thuật,571R7U,đèn bàn học,73
2024-04-23,Bà Hải Mai,phòng kinh doanh,QWB8S,đèn bàn học,99
2024-01-02,Huy Trí Phạm,phòng R&D,PY7LTY,đèn bàn học,97
2024-10-27,Duyên Mai,phòng nhân sự,772W3Z,đèn LED tròn,2
2024-08-28,Kim Hoàng Trần,phòng kỹ thuật,P7QE5Y,đèn bàn học,78
2024-04-05,Bảo Bảo Nguyễn,phòng kinh doanh,5L3DF,đèn LED âm trần,59
2024-10-01,Khoa Văn Trần,phòng R&D,QNXT2,đèn cảm ứng,56
2024-07-06,Hoàng Lê,phòng nhân sự,W803K0,đèn LED âm trần,41
2024-06-06,Thành Lê,phòng kinh doanh,VAPB3,đèn LED âm trần,6
2025-03-29,Vân Dương,phòng kinh doanh,W4Q3PP,đèn LED tròn,94
2024-01-10,Ông Quang Bùi,phòng nhân sự,YZ2QLG,đèn cảm ứng,44
2024-08-09,Vi Bùi,phòng nhân sự,X2NPC,đèn LED tròn,12
2024-02-01,Dương Mai,phòng kinh doanh,YFVRD,đèn LED tròn,54
2024-08-23,Hà Đặng,phòng kinh doanh,6PBDJ8,đèn LED tròn,5
2024-05-09,Quý cô Chi Hoàng,phòng kỹ thuật,NTT4C,đèn cảm ứng,33
2024-06-06,Chị Vi Bùi,phòng R&D,0F00RH,đèn LED tròn,95
2024-04-02,Kim Đức Dương,phòng nhân sự,JR5OQ,đèn cảm ứng,54
2024-06-02,Vũ Nguyễn,phòng R&D,3RLGX,đèn cảm ứng,42
2025-03-28,Tú Đức Lê,phòng R&D,IYFF8A,đèn LED âm trần,50
2025-01-14,Chị Lan Nguyễn,phòng kỹ thuật,ODT6DN,đèn cảm ứng,75
2024-03-26,Bảo Mai,phòng R&D,PV99A7,đèn cảm ứng,97
2024-12-10,Linh Nguyễn,phòng nhân sự,FGEC91,đèn LED tròn,35
2024-05-09,Tú Bảo Lê,phòng nhân sự,DAVBB,đèn LED âm trần,41
2024-10-30,Dũng Dương,phòng kỹ thuật,TDAE3,đèn bàn học,14
2024-03-27,Tùng Hải Hoàng,phòng R&D,8ZH4X2,đèn bàn học,92
2024-11-10,Thành Lê,phòng kỹ thuật,3Z6BE,đèn LED âm trần,33
2024-06-13,Kim Hữu Đặng,phòng kỹ thuật,ASOV9,đèn bàn học,4
2025-04-10,Hải Mai,phòng kinh doanh,N7ARXC,đèn LED âm trần,40
2024-09-07,Bà Thảo Đặng,phòng R&D,8K6P5D,đèn cảm ứng,21
2024-05-03,Bà Bảo Hoàng,phòng R&D,J3FD0,đèn bàn học,28
2024-08-12,Vũ Hoàng,phòng kỹ thuật,5HB3A9,đèn LED âm trần,89
2024-09-02,Quý ông Quang Phạm,phòng nhân sự,VN5YU,đèn LED âm trần,77
2024-12-15,Quý cô Duyên Mai,phòng R&D,LEY5SZ,đèn cảm ứng,37
2024-06-19,Châu Văn Phạm,phòng kinh doanh,8AOWL,đèn cảm ứng,67
2024-09-23,Hạnh Thị Đặng,phòng R&D,O475O,đèn LED tròn,71
2024-12-07,Bà Ngọc Bùi,phòng nhân sự,Q0RZ6,đèn LED tròn,10
2024-05-23,Thành Đức Phạm,phòng kỹ thuật,U2LQS,đèn LED âm trần,73
2024-01-03,Hưng Hoàng,phòng kinh doanh,TP9UM,đèn bàn học,81
2024-03-15,Anh Châu Nguyễn,phòng kỹ thuật,1B2QP,đèn LED âm trần,28
2024-02-16,Ông Nam Lê,phòng nhân sự,2CK04,đèn cảm ứng,98
2024-10-15,Nam Mai Nguyễn,phòng R&D,OGISS,đèn LED âm trần,25
2024-05-10,Chị Xuân Lê,phòng kinh doanh,MW3T69,đèn cảm ứng,34
2024-03-08,Nhật Mai Trần,phòng kỹ thuật,L7MO9,đèn LED tròn,10
2024-09-24,Thảo Đặng,phòng kỹ thuật,ULNYIB,đèn LED âm trần,20
2024-10-29,Quý cô Xuân Nguyễn,phòng kỹ thuật,I9EKF,đèn bàn học,45
2024-09-22,Khoa Quang Lê,phòng kinh doanh,L2524,đèn LED tròn,79
2024-03-19,Hà Xuân Lê,phòng nhân sự,R9FEP,đèn cảm ứng,17
2024-03-03,Quang Hoàng Đặng,phòng kinh doanh,104ZR,đèn bàn học,40
2024-08-06,Anh Tú Hoàng,phòng kỹ thuật,G76XM1,đèn bàn học,20
2024-06-24,An Quang Đặng,phòng R&D,V35TZS,đèn LED tròn,41
2025-03-17,Ông Thành Trần,phòng kinh doanh,J6CKBX,đèn LED âm trần,17
2024-03-31,Cô Phương Dương,phòng kỹ thuật,LD29YN,đèn cảm ứng,66
2024-01-26,Anh Châu Dương,phòng R&D,NZE530,đèn LED tròn,15
2024-08-04,Tú Thị Mai,phòng R&D,4FVVA,đèn LED âm trần,96
2024-10-01,Tùng Nguyễn,phòng nhân sự,BKF9T,đèn bàn học,65
2025-01-21,Cô An Vũ,phòng kỹ thuật,X4SLE,đèn bàn học,56
2024-09-10,Vũ Đặng,phòng kỹ thuật,68JI9O,đèn LED âm trần,7
2024-01-17,Bà Hạnh Nguyễn,phòng kỹ thuật,4ZJRU6,đèn bàn học,97
2025-03-07,Bà Hương Mai,phòng R&D,2X7FE,đèn bàn học,35
2024-05-27,Minh Đức Đặng,phòng R&D,3O1UN,đèn cảm ứng,71
2024-04-28,Lan Bùi,phòng R&D,2T4MT,đèn LED âm trần,18
2024-10-03,Bác Châu Nguyễn,phòng kỹ thuật,I85EF,đèn LED âm trần,29
2025-04-04,Lâm Mai,phòng kỹ thuật,PV1P8,đèn LED âm trần,51
2024-01-19,Yến Dương,phòng nhân sự,97I40,đèn LED tròn,2
2024-02-10,Quý ông Tú Hoàng,phòng nhân sự,4FXRE9,đèn bàn học,12
2025-02-03,Bác Phúc Trần,phòng kỹ thuật,62ZA1M,đèn bàn học,34
2025-01-12,Hưng Hải Vũ,phòng nhân sự,ZA0ZX,đèn cảm ứng,99
2024-11-28,Cô Yến Lê,phòng kỹ thuật,HC2BSL,đèn LED tròn,1
2024-10-26,Chị Thành Đặng,phòng kỹ thuật,NJPYQK,đèn cảm ứng,13
2025-01-19,Huy Bùi,phòng R&D,WGYG2,đèn cảm ứng,8
2024-09-16,Cô Duyên Vũ,phòng nhân sự,DVAGX,đèn LED tròn,48
2025-01-08,Vi Mai,phòng kinh doanh,OQ8SBJ,đèn cảm ứng,41
2024-11-23,Bác Nam Phạm,phòng kinh doanh,V4MCNW,đèn bàn học,26
2025-03-09,Bảo Trần,phòng kinh doanh,K22WN,đèn LED âm trần,36
2024-10-18,Duyên Bùi,phòng nhân sự,ZUV91,đèn LED âm trần,60
2025-01-22,Minh Hoàng,phòng nhân sự,UM63OS,đèn cảm ứng,64
2024-01-11,Phúc Quang Đặng,phòng R&D,F7Q0Y1,đèn cảm ứng,17
2024-04-17,Châu Nguyễn,phòng kinh doanh,85IBFH,đèn LED âm trần,93
2024-08-04,Kim Thế Nguyễn,phòng R&D,QW1G0D,đèn cảm ứng,45
2024-12-17,Hưng Bảo Lê,phòng R&D,K76VJE,đèn cảm ứng,62
2024-03-27,Bà Hương Mai,phòng kinh doanh,3I8UUC,đèn cảm ứng,87
2024-11-16,Tú Hữu Trần,phòng R&D,OOTQKK,đèn bàn học,1
2025-03-16,Anh Nhiên Bùi,phòng R&D,SLD0B,đèn cảm ứng,47
2024-01-22,Cô Linh Nguyễn,phòng kỹ thuật,JEVARM,đèn cảm ứng,84
2024-05-05,Khoa Mai,phòng kinh doanh,H5A8O,đèn LED tròn,77
2024-04-05,Minh Quang Trần,phòng kinh doanh,YAAWL,đèn LED tròn,4
2024-12-12,An Mai Bảo Vũ,phòng kinh doanh,XUGRH,đèn bàn học,17
2025-03-20,Quý cô Lâm Phạm,phòng R&D,2CGUED,đèn LED tròn,18
2025-02-13,Chị Hà Trần,phòng nhân sự,C0N5QV,đèn bàn học,97
2024-11-17,Bảo Lê,phòng kỹ thuật,1BIOP0,đèn LED tròn,93
2025-02-06,Ông Hưng Vũ,phòng kinh doanh,AUL29A,đèn LED âm trần,55
2024-04-25,Bảo Xuân Vũ,phòng R&D,6WYAS0,đèn cảm ứng,17
2025-02-15,Chị Dương Nguyễn,phòng R&D,25AP67,đèn bàn học,89
2025-01-22,Tú Bùi,phòng R&D,X5GQO,đèn LED tròn,29
2024-10-06,Bà Vân Đặng,phòng nhân sự,8NCQ3,đèn LED âm trần,96
2024-10-17,An Thế Lê,phòng R&D,U1TZET,đèn LED âm trần,14
2024-12-12,Ông Vũ Vũ,phòng R&D,ZMQ5D7,đèn LED âm trần,21
2024-03-26,Hưng Phạm,phòng nhân sự,WIU6K,đèn bàn học,17
2024-03-01,Bà Nhật Hoàng,phòng nhân sự,1YUR2U,đèn cảm ứng,24
2024-05-30,Nhật Phạm,phòng kỹ thuật,7KI43,đèn LED tròn,31
