Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2025-02-25,Anh Hoàng,công ty cổ phần XYZ,đèn bàn học,100,TP Hồ Chí Minh
2024-05-24,Quý ông Quang Trần,công ty cổ phần XYZ,đèn LED âm trần,72,Cần Thơ
2024-05-04,Hưng Đức Phạm,công ty cổ phần XYZ,đèn LED tròn,50,Đà Nẵng
2024-06-17,Bảo Đức Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,16,Hà Nội
2024-11-20,Xuân Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,70,Đà Nẵng
2024-04-17,Hồng Nguyễn,công ty cổ phần XYZ,đèn LED tròn,7,Cần Thơ
2025-02-19,Ông Châu Nguyễn,công ty TNHH ABC,đèn bàn học,13,Hà Nội
2024-01-18,Anh Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,32,Cần Thơ
2024-12-11,Lâm Đức Vũ,công ty cổ phần XYZ,đèn cảm ứng,2,Cần Thơ
2024-03-26,Anh Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,14,Cần Thơ
2024-03-01,Trọng Bùi,công ty TNHH ABC,đèn cảm ứng,74,TP Hồ Chí Minh
2024-02-02,Vân Dương,công ty cổ phần XYZ,đèn cảm ứng,35,Hà Nội
2024-03-13,Trọng Nguyễn,công ty TNHH ABC,đèn cảm ứng,30,Hà Nội
2024-04-09,Thành Văn Trần,công ty TNHH ABC,đèn LED âm trần,17,Hà Nội
2024-04-03,Tú Mai,công ty cổ phần XYZ,đèn LED âm trần,14,Hà Nội
2025-03-10,Quý ông Nhiên Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,68,TP Hồ Chí Minh
2024-01-19,Cô Hải Phạm,công ty TNHH ABC,đèn LED tròn,41,Đà Nẵng
2024-04-19,Anh Trung Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,3,Hà Nội
2025-01-10,Bà Ánh Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,61,TP Hồ Chí Minh
2024-02-05,Trung Mai Bảo Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,30,Đà Nẵng
2024-05-20,Linh Lê,công ty TNHH ABC,đèn bàn học,57,Đà Nẵng
2024-01-29,Cô Hồng Vũ,công ty TNHH ABC,đèn bàn học,48,Hà Nội
2024-05-22,Phúc Mai Bảo Mai,công ty TNHH ABC,đèn cảm ứng,45,Hà Nội
2025-04-02,Kim Phú Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,98,Đà Nẵng
2024-06-18,Cô Mai Vũ,công ty TNHH ABC,đèn LED tròn,43,Cần Thơ
2024-05-12,Anh Châu Dương,công ty TNHH ABC,đèn LED âm trần,18,TP Hồ Chí Minh
2025-03-11,Chị Duyên Mai,công ty TNHH ABC,đèn LED tròn,74,TP Hồ Chí Minh
2025-02-09,Kim Dương,công ty TNHH Một Thành Viên 123,đèn LED âm trần,44,TP Hồ Chí Minh
2024-05-25,Hồng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,22,Cần Thơ
2024-02-05,Ông Trung Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,74,Đà Nẵng
2024-06-19,Phương Bùi,công ty TNHH ABC,đèn bàn học,36,Hà Nội
2024-08-18,Thành Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,61,Đà Nẵng
2024-06-04,Nhật Lê,công ty cổ phần XYZ,đèn LED âm trần,26,Hà Nội
2025-01-15,Khoa Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,10,Đà Nẵng
2024-02-06,Cô Hồng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,67,TP Hồ Chí Minh
2024-08-24,Nhiên Xuân Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,82,Hà Nội
2024-07-26,Quý cô Nhật Hoàng,công ty TNHH ABC,đèn bàn học,73,Hà Nội
2024-01-02,Vi Hoàng,công ty TNHH ABC,đèn bàn học,21,Đà Nẵng
2025-02-03,Quý cô Ngọc Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,78,Đà Nẵng
2024-01-14,Ông Vũ Nguyễn,công ty cổ phần XYZ,đèn bàn học,76,Đà Nẵng
2024-02-21,Vũ Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,99,Đà Nẵng
2025-01-20,Ánh Hoàng,công ty TNHH ABC,đèn cảm ứng,60,TP Hồ Chí Minh
2024-03-05,Quý cô Hồng Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,22,Cần Thơ
2024-02-10,Mai Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,94,Cần Thơ
2024-02-26,Cô Lâm Hoàng,công ty TNHH ABC,đèn LED tròn,67,Hà Nội
2024-02-05,Hải Mai,công ty cổ phần XYZ,đèn cảm ứng,47,TP Hồ Chí Minh
2024-03-01,Bác Dũng Trần,công ty cổ phần XYZ,đèn bàn học,97,TP Hồ Chí Minh
2024-02-21,Thành Đức Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,46,TP Hồ Chí Minh
2024-09-15,Hà Văn Lê,công ty cổ phần XYZ,đèn bàn học,83,Đà Nẵng
2024-07-03,Bảo Hoàng Hoàng,công ty cổ phần XYZ,đèn LED âm trần,64,Hà Nội
2024-12-18,Chị Phương Vũ,công ty TNHH ABC,đèn LED tròn,83,TP Hồ Chí Minh
2024-11-20,Nhật Hữu Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,8,Cần Thơ
2024-02-19,Cô Linh Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,2,Đà Nẵng
2024-06-03,Hà Văn Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,91,TP Hồ Chí Minh
2024-08-15,Bà Nhật Trần,công ty TNHH ABC,đèn bàn học,13,Hà Nội
2024-08-23,Nam Bùi,công ty TNHH ABC,đèn bàn học,84,TP Hồ Chí Minh
2025-04-02,Thành Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,49,Hà Nội
2024-05-31,Xuân Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,56,Cần Thơ
2025-02-08,Bác Tùng Lê,công ty TNHH ABC,đèn cảm ứng,49,Đà Nẵng
2024-02-29,Vi Phạm,công ty TNHH ABC,đèn LED tròn,64,Hà Nội
2024-01-26,Quý cô Thảo Dương,công ty TNHH ABC,đèn bàn học,76,TP Hồ Chí Minh
2024-11-22,Hà Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,29,Cần Thơ
2024-03-25,Lâm Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,35,Cần Thơ
2024-08-20,Vân Trần,công ty TNHH ABC,đèn bàn học,29,Hà Nội
2025-02-02,Anh Phúc Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,7,Hà Nội
2024-09-25,Vi Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,35,Cần Thơ
2024-11-16,Xuân Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,19,Hà Nội
2024-10-01,Hạnh Phạm,công ty cổ phần XYZ,đèn bàn học,74,TP Hồ Chí Minh
2024-12-27,Bảo Đặng,công ty TNHH ABC,đèn bàn học,6,Cần Thơ
2025-01-17,Hạnh Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,28,Đà Nẵng
2024-04-15,Thành Văn Nguyễn,công ty cổ phần XYZ,đèn LED tròn,75,TP Hồ Chí Minh
2025-04-09,Bà An Trần,công ty cổ phần XYZ,đèn cảm ứng,86,Hà Nội
2025-02-09,An Dương,công ty TNHH ABC,đèn LED âm trần,34,Cần Thơ
2025-01-01,Yến Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,67,Hà Nội
2025-01-31,Khoa Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,8,Đà Nẵng
2024-02-05,Nhiên Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,52,Cần Thơ
2024-07-22,Vi Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,10,Hà Nội
2025-01-14,Bác Hưng Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,15,Cần Thơ
2024-03-10,Duyên Dương,công ty cổ phần XYZ,đèn cảm ứng,21,Hà Nội
2024-11-11,Lâm Đức Mai,công ty cổ phần XYZ,đèn LED tròn,16,TP Hồ Chí Minh
2024-12-30,Trung Thị Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,19,TP Hồ Chí Minh
2024-04-27,Lâm Quang Lê,công ty TNHH ABC,đèn bàn học,10,TP Hồ Chí Minh
2024-06-08,Ông Dũng Bùi,công ty TNHH ABC,đèn LED âm trần,24,TP Hồ Chí Minh
2024-09-09,Hạnh Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,28,TP Hồ Chí Minh
2024-08-14,Trung Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,75,Đà Nẵng
2025-01-29,Lâm Văn Dương,công ty TNHH Một Thành Viên 123,đèn LED âm trần,94,Cần Thơ
2024-10-15,Bảo Đức Mai,công ty cổ phần XYZ,đèn cảm ứng,94,TP Hồ Chí Minh
2024-01-15,Hoàng Văn Dương,công ty TNHH ABC,đèn LED âm trần,63,Cần Thơ
2024-06-10,Hà Dương,công ty TNHH ABC,đèn LED âm trần,49,Hà Nội
2024-08-20,Tùng Thị Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,46,Cần Thơ
2025-02-16,Quang Thị Mai,công ty TNHH ABC,đèn LED tròn,20,Cần Thơ
2024-11-27,Ông Bảo Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,94,TP Hồ Chí Minh
2024-01-28,Lâm Trí Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,61,Cần Thơ
2025-03-17,Tú Hữu Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,37,Đà Nẵng
2025-02-12,Khoa Đặng,công ty cổ phần XYZ,đèn bàn học,30,TP Hồ Chí Minh
2024-08-29,Vi Đặng,công ty cổ phần XYZ,đèn bàn học,2,Hà Nội
2024-05-15,Nhật Nguyễn,công ty cổ phần XYZ,đèn bàn học,13,Cần Thơ
2024-02-06,Cô Yến Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,6,TP Hồ Chí Minh
2024-02-04,Chị Phương Bùi,công ty cổ phần XYZ,đèn cảm ứng,87,Cần Thơ
2024-09-11,Trọng Nguyễn,công ty cổ phần XYZ,đèn LED tròn,4,Đà Nẵng
2025-01-11,Bảo Dương,công ty TNHH ABC,đèn LED âm trần,91,Đà Nẵng
2025-03-07,Cô Vân Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,91,Hà Nội
2024-04-13,Kim Tấn Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,78,Hà Nội
2025-03-06,Cô Hồng Bùi,công ty cổ phần XYZ,đèn LED âm trần,54,Hà Nội
2024-12-10,Hoàng Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,19,Cần Thơ
2024-01-15,Phúc Trần,công ty TNHH ABC,đèn cảm ứng,40,Đà Nẵng
2024-08-03,Bảo Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,54,TP Hồ Chí Minh
2024-01-19,Quý cô Lan Vũ,công ty cổ phần XYZ,đèn cảm ứng,70,Hà Nội
2025-01-25,Khoa Mai,công ty TNHH ABC,đèn LED âm trần,87,Cần Thơ
2025-03-21,Bảo Văn Trần,công ty cổ phần XYZ,đèn LED âm trần,61,Cần Thơ
2024-12-24,Bà An Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,77,Hà Nội
2025-04-09,Bác Thành Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,41,Đà Nẵng
2024-05-12,Cô Vân Dương,công ty cổ phần XYZ,đèn LED tròn,11,TP Hồ Chí Minh
2024-10-05,Hà Bùi,công ty TNHH ABC,đèn LED âm trần,42,TP Hồ Chí Minh
2024-02-12,Hồng Vũ,công ty cổ phần XYZ,đèn bàn học,4,TP Hồ Chí Minh
2025-03-31,Cô Nhật Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,34,Đà Nẵng
2025-03-17,Chị Vân Bùi,công ty TNHH ABC,đèn LED âm trần,79,TP Hồ Chí Minh
2024-01-14,Bà Kim Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,66,Đà Nẵng
2024-04-03,Cô Chi Dương,công ty cổ phần XYZ,đèn LED tròn,41,TP Hồ Chí Minh
2025-03-31,Trung Hoàng Mai,công ty cổ phần XYZ,đèn LED tròn,85,Hà Nội
2024-12-15,Chị Thành Vũ,công ty TNHH ABC,đèn LED âm trần,36,Đà Nẵng
2025-02-26,Bà Lan Đặng,công ty cổ phần XYZ,đèn LED tròn,65,TP Hồ Chí Minh
2024-03-18,Phương Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,1,Hà Nội
2025-01-22,Nhật Hoàng,công ty TNHH ABC,đèn LED âm trần,1,TP Hồ Chí Minh
2024-02-13,Anh Hoàng Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,34,Hà Nội
2024-06-20,Quý cô Linh Mai,công ty cổ phần XYZ,đèn LED tròn,57,Đà Nẵng
2024-12-17,Khoa Xuân Trần,công ty TNHH ABC,đèn bàn học,68,Đà Nẵng
2025-02-07,Chị Lan Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,5,Hà Nội
2024-11-08,Nhật Dương,công ty cổ phần XYZ,đèn LED âm trần,73,Đà Nẵng
2024-02-27,Khoa Hải Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,93,Cần Thơ
2024-06-05,Bảo Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,67,Đà Nẵng
2024-03-01,Khoa Trí Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,24,TP Hồ Chí Minh
2024-03-14,Nam Thế Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,100,Cần Thơ
2024-06-27,Kim Mai,công ty TNHH ABC,đèn bàn học,72,Cần Thơ
2024-12-31,Vũ Tấn Trần,công ty cổ phần XYZ,đèn bàn học,45,TP Hồ Chí Minh
2024-10-19,Hà Đức Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,21,Hà Nội
2024-08-31,An Thị Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,68,TP Hồ Chí Minh
2024-04-02,Hạnh Lê,công ty cổ phần XYZ,đèn cảm ứng,91,Đà Nẵng
2024-04-10,Khoa Tấn Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,88,TP Hồ Chí Minh
2024-05-01,Quý cô Lan Dương,công ty cổ phần XYZ,đèn cảm ứng,50,Đà Nẵng
2024-09-18,Cô Xuân Dương,công ty cổ phần XYZ,đèn LED tròn,81,Cần Thơ
2024-07-07,Phúc Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,20,Hà Nội
2024-10-19,Hưng Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,32,Cần Thơ
2024-05-10,Nhật Hoàng Nguyễn,công ty TNHH ABC,đèn bàn học,13,Đà Nẵng
2024-05-02,Hương Dương,công ty TNHH ABC,đèn bàn học,13,TP Hồ Chí Minh
2024-05-28,Hải Trần,công ty cổ phần XYZ,đèn cảm ứng,84,Hà Nội
2025-04-09,Chị Hương Vũ,công ty cổ phần XYZ,đèn bàn học,84,TP Hồ Chí Minh
2024-12-15,Vi Phạm,công ty TNHH ABC,đèn bàn học,27,Cần Thơ
2024-03-13,Khoa Thế Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,29,TP Hồ Chí Minh
2024-10-13,Anh Tú Hoàng,công ty cổ phần XYZ,đèn LED âm trần,74,Cần Thơ
2024-08-27,Quý cô Ánh Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,75,Hà Nội
2025-02-27,Nhật Mai Phạm,công ty cổ phần XYZ,đèn bàn học,6,Đà Nẵng
2024-06-28,Bà Yến Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,96,Đà Nẵng
2025-03-09,Nam Bùi,công ty cổ phần XYZ,đèn bàn học,45,TP Hồ Chí Minh
2024-10-04,Bà Hà Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,81,Hà Nội
2024-12-23,Bác Trọng Đặng,công ty cổ phần XYZ,đèn LED âm trần,25,Hà Nội
2024-11-16,Trọng Quang Trần,công ty cổ phần XYZ,đèn cảm ứng,62,Cần Thơ
2024-04-19,Bảo Hoàng,công ty TNHH ABC,đèn bàn học,58,Hà Nội
2024-08-16,Yến Lê,công ty cổ phần XYZ,đèn LED âm trần,3,Cần Thơ
2024-01-26,Bảo Thế Dương,công ty TNHH ABC,đèn cảm ứng,68,Đà Nẵng
2024-01-29,Anh Trọng Dương,công ty cổ phần XYZ,đèn LED âm trần,6,Hà Nội
2025-02-13,Hà Đặng,công ty TNHH ABC,đèn LED âm trần,90,TP Hồ Chí Minh
2024-01-04,Anh Trung Nguyễn,công ty cổ phần XYZ,đèn LED tròn,78,Cần Thơ
2024-04-21,Phương Phú Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,83,Hà Nội
2024-05-08,Hoàng Trí Đặng,công ty cổ phần XYZ,đèn bàn học,76,Hà Nội
2025-01-24,Quý ông Hưng Dương,công ty TNHH ABC,đèn LED tròn,31,Hà Nội
2024-07-28,Bảo Hữu Nguyễn,công ty TNHH ABC,đèn cảm ứng,26,Hà Nội
2024-05-10,Nhiên Trí Mai,công ty cổ phần XYZ,đèn LED tròn,82,TP Hồ Chí Minh
2024-11-23,Chị Vân Lê,công ty cổ phần XYZ,đèn bàn học,85,Cần Thơ
2025-01-19,Chị Lâm Hoàng,công ty TNHH ABC,đèn LED âm trần,85,Đà Nẵng
2025-01-28,Kim Hải Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,27,TP Hồ Chí Minh
2024-11-17,Thành Mai Bảo Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,53,TP Hồ Chí Minh
2024-06-09,Duyên Phạm,công ty cổ phần XYZ,đèn LED tròn,36,Hà Nội
2025-03-24,Quý cô Hạnh Dương,công ty TNHH ABC,đèn LED âm trần,4,TP Hồ Chí Minh
2024-10-11,Khoa Trí Bùi,công ty cổ phần XYZ,đèn cảm ứng,28,Hà Nội
2024-12-26,Tùng Trần,công ty cổ phần XYZ,đèn cảm ứng,95,Đà Nẵng
2024-09-29,Cô Lâm Lê,công ty TNHH ABC,đèn LED âm trần,55,Hà Nội
2025-03-17,Bác Huy Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,90,Hà Nội
2024-04-10,Khoa Đặng,công ty TNHH ABC,đèn cảm ứng,38,Cần Thơ
2024-02-25,Trọng Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,57,TP Hồ Chí Minh
2025-01-31,Hạnh Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,57,Hà Nội
2024-01-18,Trọng Hoàng,công ty cổ phần XYZ,đèn bàn học,45,Hà Nội
2024-05-25,Phương Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,36,Đà Nẵng
2025-02-09,Vũ Hoàng,công ty TNHH ABC,đèn bàn học,77,Hà Nội
2024-08-24,Hà Dương,công ty cổ phần XYZ,đèn LED tròn,94,Cần Thơ
2024-05-15,Bảo Quang Lê,công ty cổ phần XYZ,đèn LED tròn,53,Hà Nội
2024-09-02,Chị Chi Bùi,công ty TNHH ABC,đèn bàn học,100,Cần Thơ
2024-12-15,Nhật Xuân Nguyễn,công ty cổ phần XYZ,đèn bàn học,69,Đà Nẵng
2025-02-26,Bảo Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,65,Hà Nội
2024-03-24,Duyên Nguyễn,công ty TNHH ABC,đèn bàn học,30,TP Hồ Chí Minh
2024-02-26,Bà Linh Trần,công ty cổ phần XYZ,đèn cảm ứng,78,Đà Nẵng
2024-09-25,Bảo Văn Đặng,công ty TNHH ABC,đèn bàn học,35,Đà Nẵng
2025-01-14,Chị Lâm Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,60,Hà Nội
2024-10-12,Lâm Mai Bảo Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,61,Cần Thơ
2024-08-17,Thành Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,34,Cần Thơ
2024-07-25,Hải Đức Phạm,công ty cổ phần XYZ,đèn LED tròn,61,TP Hồ Chí Minh
2024-12-06,Quang Đức Vũ,công ty cổ phần XYZ,đèn LED tròn,24,Cần Thơ
2024-02-29,Chi Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,87,Đà Nẵng
2025-02-22,Kim Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,14,Cần Thơ
2024-06-21,An Hoàng Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,7,Cần Thơ
2024-02-13,Vũ Hữu Mai,công ty TNHH ABC,đèn cảm ứng,77,Hà Nội
2024-10-01,Anh Thành Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,49,TP Hồ Chí Minh
2024-01-23,Quý cô Chi Đặng,công ty TNHH ABC,đèn LED âm trần,14,Hà Nội
2024-05-28,Dương Dương,công ty cổ phần XYZ,đèn bàn học,21,Đà Nẵng
2024-05-20,Xuân Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,35,Đà Nẵng
2024-06-29,Hà Thị Lê,công ty TNHH ABC,đèn bàn học,81,Đà Nẵng
2024-06-20,Nhật Mai Bảo Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,3,Cần Thơ
2024-12-19,Quang Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,22,Hà Nội
2024-03-03,Bác Trung Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,30,Hà Nội
2024-12-25,Lâm Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,92,Hà Nội
2025-01-20,Nhật Hải Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,12,Hà Nội
2024-04-04,Bảo Đức Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,80,TP Hồ Chí Minh
2024-01-11,Cô Thành Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,31,Hà Nội
2025-02-26,Hưng Hải Bùi,công ty cổ phần XYZ,đèn LED âm trần,29,TP Hồ Chí Minh
2025-02-17,Yến Vũ,công ty cổ phần XYZ,đèn bàn học,100,Đà Nẵng
2024-11-07,Bác Tú Nguyễn,công ty TNHH ABC,đèn cảm ứng,24,TP Hồ Chí Minh
2024-11-03,Thảo Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,34,Đà Nẵng
2024-06-10,Khoa Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,72,Đà Nẵng
2024-11-06,Quý ông Quang Hoàng,công ty TNHH ABC,đèn bàn học,80,Hà Nội
2025-02-05,Nhật Đức Bùi,công ty cổ phần XYZ,đèn LED âm trần,42,Đà Nẵng
2024-08-24,Cô Nhật Lê,công ty cổ phần XYZ,đèn cảm ứng,47,Cần Thơ
2024-03-09,Trung Văn Dương,công ty TNHH ABC,đèn cảm ứng,93,TP Hồ Chí Minh
2024-09-26,Trọng Mai,công ty cổ phần XYZ,đèn LED tròn,53,Cần Thơ
2024-02-18,Nhật Mai,công ty TNHH ABC,đèn bàn học,36,TP Hồ Chí Minh
2024-04-17,Thành Đặng,công ty TNHH ABC,đèn bàn học,20,Đà Nẵng
2025-01-02,Bà Mai Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,71,Hà Nội
2024-06-30,Quý cô Phương Đặng,công ty cổ phần XYZ,đèn bàn học,69,Hà Nội
2025-03-05,Chị Hồng Lê,công ty cổ phần XYZ,đèn cảm ứng,98,Đà Nẵng
2025-03-12,Hoàng Văn Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,7,Cần Thơ
2024-08-03,Hưng Mai Bảo Đặng,công ty cổ phần XYZ,đèn bàn học,43,TP Hồ Chí Minh
2024-01-16,Bảo Thế Bùi,công ty cổ phần XYZ,đèn LED tròn,49,Hà Nội
2024-10-21,Quý cô Kim Hoàng,công ty cổ phần XYZ,đèn LED âm trần,60,TP Hồ Chí Minh
2024-11-22,Bà Dương Bùi,công ty TNHH ABC,đèn cảm ứng,22,Đà Nẵng
2025-01-05,Thảo Đặng,công ty TNHH ABC,đèn LED âm trần,23,Hà Nội
2024-06-29,Hải Vũ,công ty cổ phần XYZ,đèn LED âm trần,60,Hà Nội
2024-08-12,Vũ Nguyễn,công ty TNHH ABC,đèn LED âm trần,100,Đà Nẵng
2025-03-01,Linh Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,16,Đà Nẵng
2024-05-23,Bà Khoa Trần,công ty TNHH ABC,đèn LED âm trần,55,Đà Nẵng
2025-01-11,Nam Quang Trần,công ty TNHH ABC,đèn LED âm trần,9,Cần Thơ
2024-05-05,Hải Trần,công ty cổ phần XYZ,đèn LED âm trần,58,Cần Thơ
2024-07-27,An Lê,công ty cổ phần XYZ,đèn cảm ứng,95,Đà Nẵng
2025-03-05,An Nguyễn,công ty TNHH ABC,đèn LED âm trần,93,Đà Nẵng
2024-05-20,Tùng Đức Lê,công ty cổ phần XYZ,đèn LED tròn,30,Đà Nẵng
2024-05-23,Anh Trung Mai,công ty TNHH ABC,đèn cảm ứng,92,Đà Nẵng
2024-05-18,Xuân Mai,công ty cổ phần XYZ,đèn LED tròn,43,Đà Nẵng
2024-09-28,Bà Hồng Mai,công ty cổ phần XYZ,đèn LED tròn,83,TP Hồ Chí Minh
2024-08-13,Quý cô Linh Đặng,công ty cổ phần XYZ,đèn cảm ứng,27,TP Hồ Chí Minh
2025-02-08,Dương Dương,công ty TNHH ABC,đèn cảm ứng,37,Hà Nội
2024-12-04,Quý ông Minh Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,29,Đà Nẵng
2025-01-23,Anh Dũng Hoàng,công ty TNHH ABC,đèn bàn học,63,Cần Thơ
2024-09-08,Bà Vân Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,43,TP Hồ Chí Minh
2024-04-25,Hà Bảo Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,51,TP Hồ Chí Minh
2025-01-05,Dương Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,40,Hà Nội
2025-03-25,Thành Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,8,Hà Nội
2024-09-25,Hải Xuân Phạm,công ty cổ phần XYZ,đèn LED tròn,89,Hà Nội
2024-04-18,Phương Mai Bùi,công ty cổ phần XYZ,đèn cảm ứng,51,Cần Thơ
2024-05-24,Quý ông Trọng Phạm,công ty TNHH ABC,đèn LED tròn,12,Hà Nội
2024-06-05,Bác Quang Dương,công ty TNHH ABC,đèn bàn học,55,TP Hồ Chí Minh
2024-02-27,Phương Mai,công ty TNHH ABC,đèn LED tròn,18,Cần Thơ
2024-10-18,Vũ Đức Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,86,TP Hồ Chí Minh
2024-04-14,Tú Hoàng,công ty cổ phần XYZ,đèn cảm ứng,97,Đà Nẵng
2025-03-04,Hải Phạm,công ty TNHH ABC,đèn LED tròn,4,Cần Thơ
2024-06-04,Quý ông Tùng Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,3,Cần Thơ
2024-04-03,Nhật Mai Bảo Hoàng,công ty TNHH ABC,đèn bàn học,44,Cần Thơ
2024-02-24,Thành Dương,công ty cổ phần XYZ,đèn LED âm trần,65,Cần Thơ
2024-09-11,Lan Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,56,Hà Nội
2024-03-03,Bà Khoa Mai,công ty TNHH ABC,đèn LED tròn,41,Hà Nội
